flight_id,flight_date,carrier_code,flight_number,origin_airport,dest_airport,route,scheduled_dep_time,departure_delay_minutes,arrival_delay_minutes,is_arr_on_time,is_dep_on_time,cancelled,cancellation_reason,diverted,air_time_minutes,distance_miles,taxi_out_minutes,taxi_in_minutes,carrier_delay_minutes,weather_delay_minutes,nas_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes,month,day_of_week
fl_0001907,2024-04-01,DL,8667,EWR,IAD,EWR-IAD,14:15,-12.0,-12.0,1,1,0,,0,133.0,892,10,16,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001908,2024-01-16,AA,1342,DTW,ATL,DTW-ATL,21:00,9.0,11.0,1,1,0,,0,47.0,251,21,9,0.0,0.0,0.0,0.0,0.0,1,Tuesday
fl_0001909,2024-05-25,UA,7564,ORD,FLL,ORD-FLL,17:30,-7.0,-11.0,1,1,0,,0,298.0,2203,29,15,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0001910,2024-06-02,AA,4956,BOS,BWI,BOS-BWI,08:45,27.0,29.0,0,0,0,,0,212.0,1613,16,7,3.1,6.7,0.7,14.8,3.7,6,Sunday
fl_0001911,2024-06-05,UA,6797,EWR,SLC,EWR-SLC,21:30,,,0,0,1,Weather,0,103.0,670,20,17,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0001912,2024-04-25,AA,3264,ATL,FLL,ATL-FLL,17:30,4.0,2.0,1,1,0,,0,106.0,685,21,18,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0001913,2024-03-07,NK,2355,LGA,MSP,LGA-MSP,21:00,-14.0,-23.0,1,1,0,,0,335.0,2372,26,7,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0001914,2024-06-01,F9,4224,IAD,PHL,IAD-PHL,11:30,57.0,57.0,0,0,0,,0,132.0,820,22,10,24.4,5.4,6.4,6.9,14.0,6,Saturday
fl_0001915,2024-06-05,AA,4823,FLL,SEA,FLL-SEA,08:15,-11.0,-8.0,1,1,0,,0,124.0,825,16,15,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0001916,2024-04-02,DL,4507,DEN,LAS,DEN-LAS,20:15,-13.0,-11.0,1,1,0,,0,78.0,446,18,10,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0001917,2024-02-07,UA,2506,MSP,JFK,MSP-JFK,22:30,-11.0,-18.0,1,1,0,,0,137.0,968,29,17,0.0,0.0,0.0,0.0,0.0,2,Wednesday
fl_0001918,2024-01-31,UA,1701,EWR,ATL,EWR-ATL,22:00,-12.0,-14.0,1,1,0,,0,235.0,1735,22,9,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0001919,2024-06-10,B6,8051,SLC,ATL,SLC-ATL,06:00,-10.0,-7.0,1,1,0,,0,228.0,1695,28,17,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0001920,2024-01-10,WN,2968,JFK,SAN,JFK-SAN,09:30,13.0,15.0,0,1,0,,0,201.0,1372,21,7,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0001921,2024-02-01,AA,8333,JFK,LAX,JFK-LAX,16:45,-11.0,-17.0,1,1,0,,0,282.0,2180,21,15,0.0,0.0,0.0,0.0,0.0,2,Thursday
fl_0001922,2024-05-01,WN,2088,SEA,ORD,SEA-ORD,10:15,0.0,2.0,1,1,0,,0,327.0,2319,13,11,0.0,0.0,0.0,0.0,0.0,5,Wednesday
fl_0001923,2024-03-29,DL,8337,DFW,ORD,DFW-ORD,09:45,30.0,36.0,0,0,0,,0,191.0,1237,29,9,8.2,2.8,0.4,5.4,19.1,3,Friday
fl_0001924,2024-01-01,WN,5364,IAH,FLL,IAH-FLL,15:00,90.0,98.0,0,0,0,,0,217.0,1418,24,13,5.0,14.4,5.0,36.1,37.5,1,Monday
fl_0001925,2024-03-25,B6,5992,JFK,BOS,JFK-BOS,06:15,-2.0,-3.0,1,1,0,,0,154.0,1019,33,6,0.0,0.0,0.0,0.0,0.0,3,Monday
fl_0001926,2024-03-19,NK,6427,IAH,FLL,IAH-FLL,17:45,3.0,-4.0,1,1,0,,0,215.0,1488,24,19,0.0,0.0,0.0,0.0,0.0,3,Tuesday
fl_0001927,2024-04-28,AA,7185,SEA,BOS,SEA-BOS,09:30,12.0,3.0,1,1,0,,0,275.0,1886,33,12,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0001928,2024-05-01,DL,1787,PHL,DTW,PHL-DTW,11:45,28.0,33.0,0,0,0,,0,122.0,853,17,7,10.2,5.1,13.1,3.6,1.0,5,Wednesday
fl_0001929,2024-02-24,AA,3521,MCO,SAN,MCO-SAN,15:30,15.0,20.0,0,0,0,,0,317.0,2171,19,11,0.5,4.9,0.3,4.5,9.7,2,Saturday
fl_0001930,2024-04-11,B6,619,ORD,LAX,ORD-LAX,22:45,2.0,-3.0,1,1,0,,0,299.0,2160,12,12,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0001931,2024-02-06,DL,2131,LAS,SLC,LAS-SLC,12:15,5.0,6.0,1,1,0,,0,285.0,1924,21,8,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0001932,2024-06-27,DL,2644,ORD,JFK,ORD-JFK,11:45,5.0,-3.0,1,1,0,,0,188.0,1301,19,12,0.0,0.0,0.0,0.0,0.0,6,Thursday
fl_0001933,2024-04-14,AA,4632,ORD,JFK,ORD-JFK,07:00,4.0,-4.0,1,1,0,,0,215.0,1622,12,7,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0001934,2024-06-09,DL,7302,CLT,FLL,CLT-FLL,21:45,12.0,13.0,1,1,0,,0,283.0,2141,10,17,0.0,0.0,0.0,0.0,0.0,6,Sunday
fl_0001935,2024-05-21,NK,2984,LAX,SEA,LAX-SEA,10:00,1.0,-5.0,1,1,0,,0,269.0,1790,19,5,0.0,0.0,0.0,0.0,0.0,5,Tuesday
fl_0001936,2024-04-07,DL,1038,SEA,DFW,SEA-DFW,22:00,-6.0,-2.0,1,1,0,,0,261.0,1769,10,19,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0001937,2024-06-19,DL,1725,ORD,SFO,ORD-SFO,14:30,9.0,8.0,1,1,0,,0,91.0,595,16,7,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0001938,2024-01-18,F9,6810,BWI,LAX,BWI-LAX,11:30,55.0,59.0,0,0,0,,0,159.0,1099,13,13,15.2,3.9,20.1,12.1,7.6,1,Thursday
fl_0001939,2024-01-14,DL,3980,IAH,MCO,IAH-MCO,10:45,76.0,76.0,0,0,0,,0,83.0,531,10,13,9.9,5.0,14.3,8.2,38.5,1,Sunday
fl_0001940,2024-04-10,UA,8292,DFW,BWI,DFW-BWI,19:00,-10.0,-16.0,1,1,0,,0,273.0,2066,24,5,0.0,0.0,0.0,0.0,0.0,4,Wednesday
fl_0001941,2024-03-12,WN,3162,IAD,ATL,IAD-ATL,17:15,10.0,9.0,1,1,0,,0,70.0,426,21,9,0.0,0.0,0.0,0.0,0.0,3,Tuesday
fl_0001942,2024-04-08,WN,5975,BWI,LAX,BWI-LAX,19:30,6.0,3.0,1,1,0,,0,88.0,551,11,11,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001943,2024-01-06,AA,4652,SAN,ORD,SAN-ORD,12:00,-3.0,1.0,1,1,0,,0,55.0,320,18,12,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0001944,2024-01-07,WN,1025,LGA,EWR,LGA-EWR,12:45,-6.0,-15.0,1,1,0,,0,273.0,1843,19,7,0.0,0.0,0.0,0.0,0.0,1,Sunday
fl_0001945,2024-05-22,AA,4962,LAX,ORD,LAX-ORD,17:30,207.0,209.0,0,0,0,,0,310.0,2368,29,8,7.7,24.7,22.9,86.2,67.5,5,Wednesday
fl_0001946,2024-06-20,DL,8969,IAH,SLC,IAH-SLC,12:30,10.0,1.0,1,1,0,,0,168.0,1189,22,9,0.0,0.0,0.0,0.0,0.0,6,Thursday
fl_0001947,2024-03-08,NK,2902,SAN,PHX,SAN-PHX,17:15,,,0,0,1,NAS,0,293.0,2168,19,10,0.0,0.0,0.0,0.0,0.0,3,Friday
fl_0001948,2024-04-08,HA,6443,FLL,MCO,FLL-MCO,22:45,4.0,8.0,1,1,0,,0,354.0,2495,13,18,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001949,2024-03-27,WN,1256,IAH,PHX,IAH-PHX,20:30,41.0,41.0,0,0,0,,0,62.0,362,34,11,0.5,5.2,27.6,3.2,4.5,3,Wednesday
fl_0001950,2024-02-12,DL,4579,JFK,MSP,JFK-MSP,13:15,-8.0,-9.0,1,1,0,,0,170.0,1119,25,18,0.0,0.0,0.0,0.0,0.0,2,Monday
fl_0001951,2024-02-14,DL,7990,MIA,SFO,MIA-SFO,08:45,-7.0,-13.0,1,1,0,,0,99.0,640,19,19,0.0,0.0,0.0,0.0,0.0,2,Wednesday
fl_0001952,2024-05-25,WN,5205,LAX,BOS,LAX-BOS,11:00,-13.0,-19.0,1,1,0,,0,232.0,1740,23,8,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0001953,2024-02-07,UA,5511,PHL,DEN,PHL-DEN,12:30,-10.0,-20.0,1,1,0,,0,195.0,1430,27,7,0.0,0.0,0.0,0.0,0.0,2,Wednesday
fl_0001954,2024-04-16,UA,2752,DTW,JFK,DTW-JFK,13:45,11.0,7.0,1,1,0,,0,349.0,2538,13,17,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0001955,2024-02-25,UA,8333,MIA,FLL,MIA-FLL,22:30,-14.0,-24.0,1,1,0,,0,316.0,2371,29,16,0.0,0.0,0.0,0.0,0.0,2,Sunday
fl_0001956,2024-03-19,UA,8841,MSP,DEN,MSP-DEN,14:15,32.0,40.0,0,0,0,,0,63.0,394,34,12,15.0,8.2,13.3,0.3,3.1,3,Tuesday
fl_0001957,2024-02-18,DL,5058,SEA,DEN,SEA-DEN,16:30,4.0,2.0,1,1,0,,0,270.0,1996,30,10,0.0,0.0,0.0,0.0,0.0,2,Sunday
fl_0001958,2024-06-25,DL,6643,CLT,SAN,CLT-SAN,06:15,88.0,97.0,0,0,0,,0,284.0,2023,25,8,30.8,27.7,10.2,20.6,7.7,6,Tuesday
fl_0001959,2024-03-01,NK,4998,SAN,MSP,SAN-MSP,10:15,17.0,17.0,0,0,0,,0,78.0,514,11,9,0.1,1.0,6.3,8.7,0.9,3,Friday
fl_0001960,2024-05-26,AA,5612,SFO,SAN,SFO-SAN,14:15,36.0,37.0,0,0,0,,0,91.0,561,32,12,0.1,6.7,20.1,8.9,1.2,5,Sunday
fl_0001961,2024-02-11,DL,7655,DFW,JFK,DFW-JFK,19:45,8.0,7.0,1,1,0,,0,218.0,1568,22,10,0.0,0.0,0.0,0.0,0.0,2,Sunday
fl_0001962,2024-02-24,UA,4702,PHL,BOS,PHL-BOS,15:00,12.0,16.0,0,1,0,,0,126.0,777,30,11,0.0,0.0,0.0,0.0,0.0,2,Saturday
fl_0001963,2024-06-15,B6,6820,SAN,LGA,SAN-LGA,17:15,-14.0,-16.0,1,1,0,,0,190.0,1272,31,16,0.0,0.0,0.0,0.0,0.0,6,Saturday
fl_0001964,2024-04-18,AA,6440,LAX,JFK,LAX-JFK,09:45,74.0,81.0,0,0,0,,0,172.0,1203,28,8,11.1,4.7,35.3,19.1,10.7,4,Thursday
fl_0001965,2024-03-01,DL,1871,IAD,JFK,IAD-JFK,20:45,-3.0,-1.0,1,1,0,,0,302.0,2058,27,17,0.0,0.0,0.0,0.0,0.0,3,Friday
fl_0001966,2024-02-14,AS,6902,DFW,MCO,DFW-MCO,21:45,35.0,37.0,0,0,0,,0,331.0,2416,18,14,18.4,3.5,3.7,0.5,10.9,2,Wednesday
fl_0001967,2024-04-29,DL,6445,IAD,EWR,IAD-EWR,19:00,6.0,2.0,1,1,0,,0,268.0,1865,10,15,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001968,2024-03-14,HA,8035,MSP,CLT,MSP-CLT,20:30,-2.0,-8.0,1,1,0,,0,287.0,2030,21,7,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0001969,2024-01-10,UA,5562,ORD,MSP,ORD-MSP,16:15,-9.0,-8.0,1,1,0,,0,301.0,2170,28,10,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0001970,2024-06-01,HA,7343,SEA,MIA,SEA-MIA,22:45,-14.0,-11.0,1,1,0,,0,118.0,802,26,15,0.0,0.0,0.0,0.0,0.0,6,Saturday
fl_0001971,2024-04-15,B6,8430,FLL,LAS,FLL-LAS,19:15,1.0,-9.0,1,1,0,,0,101.0,671,14,11,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001972,2024-03-22,AA,8720,EWR,DEN,EWR-DEN,21:30,-7.0,-7.0,1,1,0,,0,290.0,1998,26,8,0.0,0.0,0.0,0.0,0.0,3,Friday
fl_0001973,2024-01-20,B6,5139,DEN,MCO,DEN-MCO,22:15,2.0,-3.0,1,1,0,,0,209.0,1439,32,5,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0001974,2024-03-21,UA,3111,JFK,CLT,JFK-CLT,14:00,4.0,4.0,1,1,0,,0,355.0,2491,13,6,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0001975,2024-02-24,WN,7556,JFK,PHL,JFK-PHL,22:00,7.0,7.0,1,1,0,,0,209.0,1480,22,5,0.0,0.0,0.0,0.0,0.0,2,Saturday
fl_0001976,2024-03-20,UA,2998,ATL,FLL,ATL-FLL,11:30,1.0,-3.0,1,1,0,,0,200.0,1337,34,19,0.0,0.0,0.0,0.0,0.0,3,Wednesday
fl_0001977,2024-06-12,WN,3661,IAD,LAX,IAD-LAX,17:45,2.0,2.0,1,1,0,,0,354.0,2539,29,12,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0001978,2024-03-27,B6,2500,BWI,LGA,BWI-LGA,06:45,-3.0,-11.0,1,1,0,,0,155.0,1032,29,14,0.0,0.0,0.0,0.0,0.0,3,Wednesday
fl_0001979,2024-01-16,UA,4218,IAH,SLC,IAH-SLC,16:00,-11.0,-13.0,1,1,0,,0,158.0,1159,14,12,0.0,0.0,0.0,0.0,0.0,1,Tuesday
fl_0001980,2024-03-30,G4,8893,BWI,EWR,BWI-EWR,21:30,12.0,19.0,0,1,0,,0,315.0,2441,22,8,0.4,2.1,3.6,6.1,6.8,3,Saturday
fl_0001981,2024-02-12,DL,7816,DTW,LAX,DTW-LAX,14:15,-6.0,-16.0,1,1,0,,0,80.0,459,26,13,0.0,0.0,0.0,0.0,0.0,2,Monday
fl_0001982,2024-03-08,UA,6211,JFK,SFO,JFK-SFO,19:45,-10.0,-7.0,1,1,0,,0,165.0,1089,13,9,0.0,0.0,0.0,0.0,0.0,3,Friday
fl_0001983,2024-06-12,AA,6860,BOS,IAH,BOS-IAH,14:45,-12.0,-12.0,1,1,0,,0,329.0,2234,23,11,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0001984,2024-03-07,AA,985,ATL,DEN,ATL-DEN,20:15,-2.0,-11.0,1,1,0,,0,118.0,825,23,16,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0001985,2024-03-30,AA,1727,IAD,ATL,IAD-ATL,16:15,15.0,22.0,0,0,0,,0,131.0,945,29,13,0.5,6.2,6.1,5.2,4.1,3,Saturday
fl_0001986,2024-05-06,F9,5491,DTW,ORD,DTW-ORD,13:15,-10.0,-13.0,1,1,0,,0,136.0,923,16,16,0.0,0.0,0.0,0.0,0.0,5,Monday
fl_0001987,2024-04-28,UA,581,LAS,MSP,LAS-MSP,09:30,3.0,-5.0,1,1,0,,0,288.0,1971,24,7,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0001988,2024-01-05,UA,583,IAH,SEA,IAH-SEA,17:15,-12.0,-13.0,1,1,0,,0,322.0,2182,11,14,0.0,0.0,0.0,0.0,0.0,1,Friday
fl_0001989,2024-01-18,F9,5955,MIA,ATL,MIA-ATL,22:00,-13.0,-18.0,1,1,0,,0,91.0,555,23,10,0.0,0.0,0.0,0.0,0.0,1,Thursday
fl_0001990,2024-04-09,DL,820,MCO,IAD,MCO-IAD,13:45,8.0,-2.0,1,1,0,,0,320.0,2420,10,17,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0001991,2024-05-17,HA,2063,SFO,FLL,SFO-FLL,20:30,8.0,3.0,1,1,0,,0,64.0,375,28,10,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0001992,2024-05-21,AA,5029,LAS,SAN,LAS-SAN,13:45,1.0,,0,1,0,,1,213.0,1610,33,19,0.0,45.0,20.0,0.0,0.0,5,Tuesday
fl_0001993,2024-04-29,B6,3657,LAS,PHX,LAS-PHX,06:00,5.0,5.0,1,1,0,,0,70.0,449,30,15,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001994,2024-04-21,DL,1605,FLL,SLC,FLL-SLC,07:45,-5.0,-13.0,1,1,0,,0,257.0,1904,26,18,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0001995,2024-06-02,NK,7754,ATL,PHL,ATL-PHL,11:00,-3.0,-10.0,1,1,0,,0,58.0,349,24,15,0.0,0.0,0.0,0.0,0.0,6,Sunday
fl_0001996,2024-05-31,AA,710,JFK,DFW,JFK-DFW,07:00,-4.0,-5.0,1,1,0,,0,165.0,1167,11,12,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0001997,2024-02-27,AA,7087,CLT,IAD,CLT-IAD,12:15,0.0,-4.0,1,1,0,,0,47.0,253,34,17,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0001998,2024-03-05,UA,4717,CLT,EWR,CLT-EWR,11:30,11.0,11.0,1,1,0,,0,251.0,1657,34,7,0.0,0.0,0.0,0.0,0.0,3,Tuesday
fl_0001999,2024-05-01,DL,1532,DTW,LGA,DTW-LGA,06:45,4.0,-3.0,1,1,0,,0,337.0,2280,15,14,0.0,0.0,0.0,0.0,0.0,5,Wednesday
fl_0002000,2024-05-20,WN,4282,IAH,SEA,IAH-SEA,12:45,0.0,-10.0,1,1,0,,0,256.0,1972,32,12,0.0,0.0,0.0,0.0,0.0,5,Monday
fl_0002001,2024-03-03,WN,4863,SEA,SLC,SEA-SLC,07:30,-3.0,1.0,1,1,0,,0,180.0,1352,31,10,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0002002,2024-02-06,AA,4786,IAH,DEN,IAH-DEN,11:15,12.0,9.0,1,1,0,,0,255.0,1905,19,5,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0002003,2024-03-28,AA,1031,SFO,JFK,SFO-JFK,18:00,-2.0,2.0,1,1,0,,0,231.0,1570,23,14,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0002004,2024-04-20,UA,8995,DFW,MSP,DFW-MSP,07:45,-10.0,-6.0,1,1,0,,0,308.0,2161,12,6,0.0,0.0,0.0,0.0,0.0,4,Saturday
fl_0002005,2024-02-20,DL,5948,PHL,BWI,PHL-BWI,06:30,6.0,10.0,1,1,0,,0,90.0,606,10,17,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0002006,2024-05-30,F9,2559,IAH,PHX,IAH-PHX,13:30,-5.0,-5.0,1,1,0,,0,222.0,1690,34,6,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0002007,2024-02-17,B6,3812,LAX,EWR,LAX-EWR,08:15,-6.0,-16.0,1,1,0,,0,231.0,1637,16,16,0.0,0.0,0.0,0.0,0.0,2,Saturday
fl_0002008,2024-02-11,UA,3299,LGA,ORD,LGA-ORD,19:15,46.0,48.0,0,0,0,,0,347.0,2488,34,13,3.9,10.3,12.0,2.2,19.6,2,Sunday
fl_0002009,2024-05-11,WN,6975,DEN,DTW,DEN-DTW,20:45,-13.0,-15.0,1,1,0,,0,233.0,1625,15,17,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0002010,2024-03-06,AS,5320,BOS,SAN,BOS-SAN,20:45,-9.0,-5.0,1,1,0,,0,331.0,2471,16,11,0.0,0.0,0.0,0.0,0.0,3,Wednesday
fl_0002011,2024-04-22,DL,7848,DTW,MIA,DTW-MIA,12:15,4.0,-3.0,1,1,0,,0,255.0,1683,22,11,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0002012,2024-01-28,WN,6907,EWR,IAD,EWR-IAD,16:30,-5.0,-12.0,1,1,0,,0,63.0,355,25,11,0.0,0.0,0.0,0.0,0.0,1,Sunday
fl_0002013,2024-01-13,UA,3619,EWR,PHL,EWR-PHL,14:45,25.0,26.0,0,0,0,,0,183.0,1302,24,5,7.4,6.2,6.7,3.0,2.7,1,Saturday
fl_0002014,2024-04-23,AS,5227,PHL,DEN,PHL-DEN,18:00,-12.0,-16.0,1,1,0,,0,319.0,2277,19,16,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0002015,2024-06-12,UA,764,DFW,LAX,DFW-LAX,09:45,4.0,7.0,1,1,0,,0,195.0,1263,27,11,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0002016,2024-05-08,UA,4745,DEN,BOS,DEN-BOS,06:00,5.0,,0,1,0,,1,65.0,393,28,15,0.0,45.0,20.0,0.0,0.0,5,Wednesday
fl_0002017,2024-05-06,AA,8670,PHL,DFW,PHL-DFW,07:30,3.0,-2.0,1,1,0,,0,71.0,434,15,15,0.0,0.0,0.0,0.0,0.0,5,Monday
fl_0002018,2024-05-26,AS,7154,EWR,DTW,EWR-DTW,08:00,-6.0,-3.0,1,1,0,,0,120.0,837,31,18,0.0,0.0,0.0,0.0,0.0,5,Sunday
fl_0002019,2024-05-02,UA,7130,LAX,BWI,LAX-BWI,19:45,-14.0,-19.0,1,1,0,,0,245.0,1814,17,17,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0002020,2024-02-10,AA,4286,MSP,PHL,MSP-PHL,15:45,-6.0,-16.0,1,1,0,,0,352.0,2413,23,9,0.0,0.0,0.0,0.0,0.0,2,Saturday
fl_0002021,2024-04-05,F9,290,JFK,DTW,JFK-DTW,09:15,-8.0,-9.0,1,1,0,,0,281.0,2129,16,15,0.0,0.0,0.0,0.0,0.0,4,Friday
fl_0002022,2024-02-25,UA,4713,ORD,DEN,ORD-DEN,11:00,-15.0,-18.0,1,1,0,,0,160.0,1116,15,19,0.0,0.0,0.0,0.0,0.0,2,Sunday
fl_0002023,2024-01-02,DL,4809,BWI,SLC,BWI-SLC,17:30,1.0,-7.0,1,1,0,,0,334.0,2595,18,15,0.0,0.0,0.0,0.0,0.0,1,Tuesday
fl_0002024,2024-02-02,UA,2174,SEA,PHL,SEA-PHL,19:30,-10.0,-20.0,1,1,0,,0,119.0,842,12,10,0.0,0.0,0.0,0.0,0.0,2,Friday
fl_0002025,2024-03-10,DL,2617,FLL,EWR,FLL-EWR,20:15,,,0,0,1,Weather,0,333.0,2474,18,17,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0002026,2024-01-29,DL,8889,JFK,DEN,JFK-DEN,20:45,65.0,73.0,0,0,0,,0,49.0,259,29,6,7.9,0.6,20.6,8.6,35.3,1,Monday
fl_0002027,2024-03-12,WN,6765,LGA,SEA,LGA-SEA,11:00,-15.0,-13.0,1,1,0,,0,148.0,947,27,17,0.0,0.0,0.0,0.0,0.0,3,Tuesday
fl_0002028,2024-01-04,F9,4098,MCO,SLC,MCO-SLC,15:30,5.0,4.0,1,1,0,,0,263.0,1761,23,5,0.0,0.0,0.0,0.0,0.0,1,Thursday
fl_0002029,2024-05-15,F9,314,IAH,BWI,IAH-BWI,11:45,-8.0,-6.0,1,1,0,,0,222.0,1654,26,15,0.0,0.0,0.0,0.0,0.0,5,Wednesday
fl_0002030,2024-05-06,DL,7474,PHX,ATL,PHX-ATL,21:30,103.0,112.0,0,0,0,,0,317.0,2402,31,18,4.6,15.8,54.2,9.9,27.4,5,Monday
fl_0002031,2024-06-15,DL,5862,PHL,BOS,PHL-BOS,12:15,0.0,0.0,1,1,0,,0,308.0,2297,30,6,0.0,0.0,0.0,0.0,0.0,6,Saturday
fl_0002032,2024-02-01,F9,3895,EWR,LGA,EWR-LGA,07:45,4.0,0.0,1,1,0,,0,262.0,1771,18,19,0.0,0.0,0.0,0.0,0.0,2,Thursday
fl_0002033,2024-06-18,NK,1789,EWR,SAN,EWR-SAN,21:30,6.0,-1.0,1,1,0,,0,332.0,2587,31,16,0.0,0.0,0.0,0.0,0.0,6,Tuesday
fl_0002034,2024-04-02,UA,6048,FLL,DTW,FLL-DTW,22:15,-2.0,-12.0,1,1,0,,0,83.0,512,32,17,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0002035,2024-04-27,NK,6713,BOS,ORD,BOS-ORD,10:00,11.0,7.0,1,1,0,,0,199.0,1463,13,11,0.0,0.0,0.0,0.0,0.0,4,Saturday
fl_0002036,2024-03-18,B6,3375,ORD,LAX,ORD-LAX,06:45,9.0,3.0,1,1,0,,0,108.0,747,12,12,0.0,0.0,0.0,0.0,0.0,3,Monday
fl_0002037,2024-03-15,WN,8249,LAS,CLT,LAS-CLT,08:00,16.0,19.0,0,0,0,,0,233.0,1720,13,17,0.5,10.2,1.7,5.0,1.5,3,Friday
fl_0002038,2024-01-25,WN,6698,SLC,DEN,SLC-DEN,06:30,6.0,-1.0,1,1,0,,0,99.0,611,19,5,0.0,0.0,0.0,0.0,0.0,1,Thursday
fl_0002039,2024-01-19,F9,570,BOS,SLC,BOS-SLC,06:00,13.0,3.0,1,1,0,,0,220.0,1575,31,12,0.0,0.0,0.0,0.0,0.0,1,Friday
fl_0002040,2024-02-10,WN,8204,ATL,MSP,ATL-MSP,10:00,25.0,34.0,0,0,0,,0,69.0,379,10,18,3.9,20.6,2.0,4.2,3.3,2,Saturday
fl_0002041,2024-05-26,WN,2578,SLC,SAN,SLC-SAN,19:15,-8.0,-14.0,1,1,0,,0,172.0,1134,23,7,0.0,0.0,0.0,0.0,0.0,5,Sunday
fl_0002042,2024-03-20,AA,1107,SFO,MCO,SFO-MCO,13:30,6.0,0.0,1,1,0,,0,337.0,2394,16,15,0.0,0.0,0.0,0.0,0.0,3,Wednesday
fl_0002043,2024-06-05,UA,2686,ORD,MCO,ORD-MCO,21:15,-6.0,-4.0,1,1,0,,0,145.0,986,16,19,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0002044,2024-03-04,UA,3529,DFW,BWI,DFW-BWI,11:30,-5.0,-11.0,1,1,0,,0,294.0,2093,34,14,0.0,0.0,0.0,0.0,0.0,3,Monday
fl_0002045,2024-01-03,WN,323,BOS,LGA,BOS-LGA,22:00,12.0,2.0,1,1,0,,0,134.0,970,24,12,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0002046,2024-02-04,WN,2014,ATL,BWI,ATL-BWI,15:30,12.0,12.0,1,1,0,,0,85.0,533,24,8,0.0,0.0,0.0,0.0,0.0,2,Sunday
fl_0002047,2024-04-07,AA,121,LAS,BOS,LAS-BOS,19:15,4.0,3.0,1,1,0,,0,310.0,2218,11,14,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0002048,2024-05-23,HA,2584,SFO,MIA,SFO-MIA,18:30,-3.0,-5.0,1,1,0,,0,320.0,2377,27,5,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0002049,2024-03-22,WN,7189,BOS,BWI,BOS-BWI,10:15,-8.0,-14.0,1,1,0,,0,205.0,1536,34,10,0.0,0.0,0.0,0.0,0.0,3,Friday
fl_0002050,2024-03-24,AA,2931,SLC,SAN,SLC-SAN,21:00,-7.0,-10.0,1,1,0,,0,155.0,995,23,15,0.0,0.0,0.0,0.0,0.0,3,Sunday
