case_number,incident_date,primary_type,crime_category,description,location_description,arrest,domestic,district,ward,community_area,fbi_code,year,month,day_of_week,hour_of_day,year_month
JB001869,2023-08-26 16:24:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,5,45,30,05,2023,8,Saturday,16,2023-08
JB001870,2022-01-09 12:25:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,1,1,4,30,74,18,2022,1,Sunday,12,2022-01
JB001871,2022-05-05 22:28:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,6,4,20,26,2022,5,Thursday,22,2022-05
JB001872,2022-04-23 10:26:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,19,15,55,18,2022,4,Saturday,10,2022-04
JB001873,2023-08-13 14:55:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,11,5,36,03,2023,8,Sunday,14,2023-08
JB001874,2023-07-22 14:02:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,PARKING LOT / GARAGE,0,0,15,21,43,05,2023,7,Saturday,14,2023-07
JB001875,2023-02-03 13:35:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,STREET,0,0,9,33,44,14,2023,2,Friday,13,2023-02
JB001876,2022-10-12 18:50:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,19,4,35,11,2022,10,Wednesday,18,2022-10
JB001877,2022-10-28 23:19:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,RESIDENCE,0,0,3,4,32,06,2022,10,Friday,23,2022-10
JB001878,2022-09-14 02:29:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,7,46,1,14,2022,9,Wednesday,2,2022-09
JB001879,2022-09-27 21:15:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,1,0,6,40,9,08B,2022,9,Tuesday,21,2022-09
JB001880,2022-07-29 23:39:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,15,29,13,08A,2022,7,Friday,23,2022-07
JB001881,2023-03-17 14:43:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,1,19,43,3,06,2023,3,Friday,14,2023-03
JB001882,2022-06-15 14:02:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,SMALL RETAIL STORE,0,0,7,36,57,14,2022,6,Wednesday,14,2022-06
JB001883,2023-04-27 13:46:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,11,12,35,14,2023,4,Thursday,13,2023-04
JB001884,2023-06-30 16:37:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,9,35,53,18,2023,6,Friday,16,2023-06
JB001885,2023-12-09 16:52:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,RESTAURANT,0,0,12,31,30,06,2023,12,Saturday,16,2023-12
JB001886,2022-05-31 03:15:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,8,38,73,05,2022,5,Tuesday,3,2022-05
JB001887,2022-11-24 19:08:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,15,49,28,08A,2022,11,Thursday,19,2022-11
JB001888,2022-04-30 23:26:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,RESIDENCE,0,0,19,47,22,14,2022,4,Saturday,23,2022-04
JB001889,2023-10-02 16:59:00,THEFT,Property,REPORTED THEFT INCIDENT,SMALL RETAIL STORE,0,0,5,1,18,08A,2023,10,Monday,16,2023-10
JB001890,2022-12-09 00:31:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,SIDEWALK,1,0,2,21,69,14,2022,12,Friday,0,2022-12
JB001891,2022-12-07 14:14:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,SIDEWALK,0,0,18,13,47,03,2022,12,Wednesday,14,2022-12
JB001892,2023-07-08 21:29:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,1,0,22,33,27,14,2023,7,Saturday,21,2023-07
JB001893,2023-10-08 08:30:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,16,48,5,18,2023,10,Sunday,8,2023-10
JB001894,2022-08-13 14:50:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,1,22,20,16,26,2022,8,Saturday,14,2022-08
JB001895,2022-10-11 18:37:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,SMALL RETAIL STORE,0,0,18,25,7,18,2022,10,Tuesday,18,2022-10
JB001896,2023-11-19 16:50:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,17,2,39,03,2023,11,Sunday,16,2023-11
JB001897,2022-06-23 12:54:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,PARKING LOT / GARAGE,0,0,3,16,33,03,2022,6,Thursday,12,2022-06
JB001898,2023-07-20 09:42:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,14,37,13,14,2023,7,Thursday,9,2023-07
JB001899,2022-10-10 03:43:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,1,0,22,49,68,05,2022,10,Monday,3,2022-10
JB001900,2023-11-03 10:23:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESTAURANT,0,0,6,43,75,26,2023,11,Friday,10,2023-11
JB001901,2022-03-07 04:36:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,STREET,1,0,16,40,56,06,2022,3,Monday,4,2022-03
JB001902,2023-02-21 21:00:00,THEFT,Property,REPORTED THEFT INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,20,33,47,26,2023,2,Tuesday,21,2023-02
JB001903,2023-10-23 18:07:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,1,19,50,19,18,2023,10,Monday,18,2023-10
JB001904,2023-09-16 17:55:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,APARTMENT,0,0,11,38,33,06,2023,9,Saturday,17,2023-09
JB001905,2022-07-21 20:23:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESTAURANT,0,0,6,29,33,26,2022,7,Thursday,20,2022-07
JB001906,2022-08-19 12:50:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,25,27,6,11,2022,8,Friday,12,2022-08
JB001907,2023-03-05 01:25:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,4,14,58,18,2023,3,Sunday,1,2023-03
JB001908,2022-11-15 20:25:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,19,35,24,11,2022,11,Tuesday,20,2022-11
JB001909,2023-07-31 21:03:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,1,25,42,63,07,2023,7,Monday,21,2023-07
JB001910,2023-01-10 08:10:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,11,23,15,11,2023,1,Tuesday,8,2023-01
JB001911,2022-12-10 04:58:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,APARTMENT,0,1,14,31,54,11,2022,12,Saturday,4,2022-12
JB001912,2022-11-29 04:18:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,SIDEWALK,0,0,4,10,24,11,2022,11,Tuesday,4,2022-11
JB001913,2023-11-15 05:37:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,STREET,0,0,11,42,48,18,2023,11,Wednesday,5,2023-11
JB001914,2022-02-06 21:08:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,16,2,60,11,2022,2,Sunday,21,2022-02
JB001915,2022-11-12 12:34:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,14,44,43,11,2022,11,Saturday,12,2022-11
JB001916,2022-11-01 20:56:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,SMALL RETAIL STORE,0,0,19,17,70,07,2022,11,Tuesday,20,2022-11
JB001917,2023-09-03 22:16:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,1,6,14,03,2023,9,Sunday,22,2023-09
JB001918,2022-04-15 10:15:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,16,12,50,14,2022,4,Friday,10,2022-04
JB001919,2023-04-12 06:44:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,15,27,11,03,2023,4,Wednesday,6,2023-04
JB001920,2022-01-25 20:40:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,1,10,20,34,26,2022,1,Tuesday,20,2022-01
JB001921,2022-01-11 02:26:00,THEFT,Property,REPORTED THEFT INCIDENT,SMALL RETAIL STORE,0,0,19,26,5,18,2022,1,Tuesday,2,2022-01
JB001922,2023-07-10 03:54:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,1,0,3,47,19,18,2023,7,Monday,3,2023-07
JB001923,2022-08-31 07:01:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,11,43,2,03,2022,8,Wednesday,7,2022-08
JB001924,2023-11-15 00:30:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,9,47,14,06,2023,11,Wednesday,0,2023-11
JB001925,2022-09-18 21:53:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,PARKING LOT / GARAGE,0,0,14,14,49,06,2022,9,Sunday,21,2022-09
JB001926,2022-04-20 07:08:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,APARTMENT,0,0,8,43,50,08A,2022,4,Wednesday,7,2022-04
JB001927,2022-08-12 10:57:00,THEFT,Property,REPORTED THEFT INCIDENT,SMALL RETAIL STORE,0,0,12,20,27,06,2022,8,Friday,10,2022-08
JB001928,2022-03-02 14:40:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,SMALL RETAIL STORE,0,0,17,40,34,05,2022,3,Wednesday,14,2022-03
JB001929,2023-07-31 07:08:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SIDEWALK,0,0,24,25,21,07,2023,7,Monday,7,2023-07
JB001930,2022-02-03 01:54:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,RESIDENCE,0,0,22,7,40,05,2022,2,Thursday,1,2022-02
JB001931,2023-12-03 13:34:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SIDEWALK,0,0,16,18,58,26,2023,12,Sunday,13,2023-12
JB001932,2023-04-02 19:38:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,STREET,0,0,10,46,55,11,2023,4,Sunday,19,2023-04
JB001933,2023-08-11 10:24:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,12,41,30,06,2023,8,Friday,10,2023-08
JB001934,2022-12-30 04:46:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,RESIDENCE,0,0,5,10,48,08A,2022,12,Friday,4,2022-12
JB001935,2023-02-08 17:19:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,APARTMENT,1,0,7,28,60,08A,2023,2,Wednesday,17,2023-02
JB001936,2022-03-04 18:19:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,11,32,74,26,2022,3,Friday,18,2022-03
JB001937,2023-05-01 06:15:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,14,49,23,18,2023,5,Monday,6,2023-05
JB001938,2022-04-22 23:45:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,STREET,0,0,19,34,28,08A,2022,4,Friday,23,2022-04
JB001939,2023-03-27 17:34:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,PARKING LOT / GARAGE,0,0,8,2,19,05,2023,3,Monday,17,2023-03
JB001940,2022-09-29 07:02:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,GROCERY FOOD STORE,0,0,12,42,39,11,2022,9,Thursday,7,2022-09
JB001941,2022-05-31 12:56:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,1,0,5,9,35,08B,2022,5,Tuesday,12,2022-05
JB001942,2023-06-05 16:42:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,APARTMENT,0,0,22,29,58,08B,2023,6,Monday,16,2023-06
JB001943,2022-05-25 12:15:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,SIDEWALK,1,0,4,45,68,05,2022,5,Wednesday,12,2022-05
JB001944,2022-08-03 07:16:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,RESIDENCE,1,0,14,29,77,14,2022,8,Wednesday,7,2022-08
JB001945,2023-04-25 22:43:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,24,15,58,18,2023,4,Tuesday,22,2023-04
JB001946,2022-09-24 18:20:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,GROCERY FOOD STORE,0,0,4,43,19,08A,2022,9,Saturday,18,2022-09
JB001947,2022-11-24 10:15:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,6,34,76,14,2022,11,Thursday,10,2022-11
JB001948,2023-03-13 13:25:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,9,36,63,14,2023,3,Monday,13,2023-03
JB001949,2022-09-01 14:20:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,1,0,22,42,45,08B,2022,9,Thursday,14,2022-09
JB001950,2022-01-05 21:45:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,8,36,37,06,2022,1,Wednesday,21,2022-01
JB001951,2023-11-07 22:47:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,APARTMENT,1,0,1,43,71,05,2023,11,Tuesday,22,2023-11
JB001952,2022-12-21 08:19:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,24,47,59,03,2022,12,Wednesday,8,2022-12
JB001953,2022-07-29 02:59:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,19,18,57,08A,2022,7,Friday,2,2022-07
JB001954,2023-12-17 20:21:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,RESIDENCE,0,0,19,1,40,06,2023,12,Sunday,20,2023-12
JB001955,2023-08-17 05:19:00,THEFT,Property,REPORTED THEFT INCIDENT,RESTAURANT,1,0,18,38,76,03,2023,8,Thursday,5,2023-08
JB001956,2023-03-04 16:00:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,15,17,6,08A,2023,3,Saturday,16,2023-03
JB001957,2023-07-15 09:12:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,10,5,52,05,2023,7,Saturday,9,2023-07
JB001958,2022-07-13 16:43:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,5,18,73,18,2022,7,Wednesday,16,2022-07
JB001959,2023-01-07 08:20:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,6,48,10,05,2023,1,Saturday,8,2023-01
JB001960,2023-12-20 14:46:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,APARTMENT,0,0,8,26,60,14,2023,12,Wednesday,14,2023-12
JB001961,2022-02-06 02:11:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,1,0,7,42,62,18,2022,2,Sunday,2,2022-02
JB001962,2023-06-10 05:14:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,14,8,17,18,2023,6,Saturday,5,2023-06
JB001963,2023-03-09 05:15:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,1,9,35,63,08B,2023,3,Thursday,5,2023-03
JB001964,2022-02-06 00:13:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,SIDEWALK,1,0,3,14,76,05,2022,2,Sunday,0,2022-02
JB001965,2023-05-10 23:05:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,PARKING LOT / GARAGE,0,0,17,26,3,11,2023,5,Wednesday,23,2023-05
JB001966,2022-06-24 00:51:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,19,2,64,06,2022,6,Friday,0,2022-06
JB001967,2022-03-07 05:25:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESTAURANT,0,0,5,49,4,08A,2022,3,Monday,5,2022-03
JB001968,2023-03-02 16:59:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,SIDEWALK,0,0,1,47,3,11,2023,3,Thursday,16,2023-03
JB001969,2022-09-15 19:03:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,RESIDENCE,0,0,20,37,63,07,2022,9,Thursday,19,2022-09
JB001970,2023-07-13 21:25:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,18,12,19,26,2023,7,Thursday,21,2023-07
JB001971,2022-09-12 16:02:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,PARKING LOT / GARAGE,1,0,25,7,74,14,2022,9,Monday,16,2022-09
JB001972,2022-08-31 00:43:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,20,32,33,07,2022,8,Wednesday,0,2022-08
JB001973,2023-09-09 18:49:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,STREET,0,0,7,50,39,06,2023,9,Saturday,18,2023-09
JB001974,2023-06-17 03:51:00,THEFT,Property,REPORTED THEFT INCIDENT,RESTAURANT,0,0,22,43,59,05,2023,6,Saturday,3,2023-06
JB001975,2022-10-27 22:46:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,PARKING LOT / GARAGE,1,0,10,8,66,05,2022,10,Thursday,22,2022-10
JB001976,2023-03-29 15:07:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,PARKING LOT / GARAGE,0,1,24,27,15,07,2023,3,Wednesday,15,2023-03
JB001977,2023-08-02 04:39:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,STREET,1,0,3,37,9,26,2023,8,Wednesday,4,2023-08
JB001978,2022-04-18 04:17:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,SMALL RETAIL STORE,1,1,4,35,12,14,2022,4,Monday,4,2022-04
JB001979,2023-07-04 22:24:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,15,30,4,05,2023,7,Tuesday,22,2023-07
JB001980,2023-03-08 17:16:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,14,34,63,18,2023,3,Wednesday,17,2023-03
JB001981,2023-11-15 21:40:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,APARTMENT,1,0,24,47,22,18,2023,11,Wednesday,21,2023-11
JB001982,2023-10-23 02:36:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,1,0,17,29,61,14,2023,10,Monday,2,2023-10
JB001983,2023-04-03 09:06:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,0,0,11,25,71,06,2023,4,Monday,9,2023-04
JB001984,2023-09-06 23:55:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,14,21,27,07,2023,9,Wednesday,23,2023-09
JB001985,2022-04-09 20:34:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,CTA TRAIN / STATION,0,0,22,46,17,08B,2022,4,Saturday,20,2022-04
JB001986,2022-11-15 13:55:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,SIDEWALK,0,0,2,47,22,11,2022,11,Tuesday,13,2022-11
JB001987,2023-02-02 17:48:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,2,2,55,26,2023,2,Thursday,17,2023-02
JB001988,2022-11-04 11:24:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,10,32,24,11,2022,11,Friday,11,2022-11
JB001989,2022-05-20 20:12:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESIDENCE,0,0,14,17,35,06,2022,5,Friday,20,2022-05
JB001990,2023-07-18 11:06:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,15,39,27,14,2023,7,Tuesday,11,2023-07
JB001991,2022-07-30 07:41:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,SIDEWALK,0,0,12,3,60,18,2022,7,Saturday,7,2022-07
JB001992,2022-10-17 01:48:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,4,31,13,14,2022,10,Monday,1,2022-10
JB001993,2022-02-21 20:33:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,17,39,2,14,2022,2,Monday,20,2022-02
JB001994,2023-07-03 10:41:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,PARKING LOT / GARAGE,0,0,22,29,1,05,2023,7,Monday,10,2023-07
JB001995,2023-06-06 11:37:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,1,1,47,47,08A,2023,6,Tuesday,11,2023-06
JB001996,2022-11-30 00:09:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,9,43,43,03,2022,11,Wednesday,0,2022-11
JB001997,2022-05-16 14:03:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,4,31,24,05,2022,5,Monday,14,2022-05
JB001998,2022-05-21 17:03:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,APARTMENT,0,0,25,45,30,07,2022,5,Saturday,17,2022-05
JB001999,2023-03-02 12:13:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,APARTMENT,0,0,9,1,68,14,2023,3,Thursday,12,2023-03
JB002000,2022-11-21 23:05:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,CTA TRAIN / STATION,0,0,6,11,49,08B,2022,11,Monday,23,2022-11
JB002001,2023-01-21 03:27:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,7,14,26,26,2023,1,Saturday,3,2023-01
JB002002,2023-07-27 04:12:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,10,22,19,26,2023,7,Thursday,4,2023-07
JB002003,2022-09-13 17:23:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,GROCERY FOOD STORE,0,0,6,1,54,26,2022,9,Tuesday,17,2022-09
JB002004,2023-03-25 03:20:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,12,42,32,11,2023,3,Saturday,3,2023-03
JB002005,2022-04-06 15:23:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,0,0,5,31,6,05,2022,4,Wednesday,15,2022-04
JB002006,2022-11-13 22:36:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SIDEWALK,0,0,6,36,28,07,2022,11,Sunday,22,2022-11
JB002007,2023-07-26 04:55:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,APARTMENT,1,0,14,50,76,03,2023,7,Wednesday,4,2023-07
JB002008,2022-10-02 20:55:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,RESIDENCE,1,0,12,22,59,18,2022,10,Sunday,20,2022-10
JB002009,2022-03-02 15:12:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESTAURANT,0,0,22,14,37,03,2022,3,Wednesday,15,2022-03
JB002010,2022-09-03 02:26:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,3,20,8,03,2022,9,Saturday,2,2022-09
JB002011,2022-09-28 21:56:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,APARTMENT,1,0,25,5,11,07,2022,9,Wednesday,21,2022-09
JB002012,2023-01-19 04:33:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,1,32,64,07,2023,1,Thursday,4,2023-01
JB002013,2022-06-27 03:19:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,16,38,36,18,2022,6,Monday,3,2022-06
JB002014,2022-09-11 04:17:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,STREET,0,0,4,4,26,11,2022,9,Sunday,4,2022-09
JB002015,2023-11-13 12:58:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,12,21,70,08A,2023,11,Monday,12,2023-11
JB002016,2023-05-10 01:00:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,11,47,59,14,2023,5,Wednesday,1,2023-05
JB002017,2023-09-09 13:22:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,COMMERCIAL / BUSINESS OFFICE,1,0,15,2,40,03,2023,9,Saturday,13,2023-09
JB002018,2022-11-27 05:32:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,1,11,48,16,18,2022,11,Sunday,5,2022-11
JB002019,2023-10-04 00:52:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,SIDEWALK,0,0,5,8,63,11,2023,10,Wednesday,0,2023-10
JB002020,2022-09-04 20:54:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,17,4,35,14,2022,9,Sunday,20,2022-09
JB002021,2022-03-03 02:29:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,9,8,10,06,2022,3,Thursday,2,2022-03
JB002022,2023-12-27 21:11:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESIDENCE,0,0,8,43,47,06,2023,12,Wednesday,21,2023-12
JB002023,2023-03-23 03:50:00,THEFT,Property,REPORTED THEFT INCIDENT,GROCERY FOOD STORE,0,0,16,27,30,08B,2023,3,Thursday,3,2023-03
JB002024,2023-12-18 21:17:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,5,20,36,18,2023,12,Monday,21,2023-12
JB002025,2023-01-30 02:36:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,1,0,15,34,19,08A,2023,1,Monday,2,2023-01
JB002026,2023-05-10 09:31:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,24,21,21,14,2023,5,Wednesday,9,2023-05
JB002027,2022-03-23 04:47:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,STREET,1,0,17,36,52,03,2022,3,Wednesday,4,2022-03
