record_id,fiscal_year,fiscal_quarter,period_label,business_unit_code,business_unit,department_code,department,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,rd_expense_usd,sales_marketing_expense_usd,ga_expense_usd,total_opex_usd,operating_income_usd,ebitda_usd,ebitda_margin_pct,net_income_usd,capex_usd,headcount,budget_allocated_usd,budget_variance_pct,revenue_growth_yoy_pct
FIN-2025-00627,2025,Q2,2025-Q2,PST,Professional Services & Transformation,MKTG,Global Growth & Brand Marketing,13854148.76,4813610.0,9040538.76,65.26,3652243.0,1911635.42,162936.29,5726814.71,3313724.05,3973075.89,28.68,2617842.0,1465226.32,567,6119994.53,-6.42,42.11
FIN-2025-00628,2025,Q2,2025-Q2,PST,Professional Services & Transformation,CSM,Customer Success & Technical Account Mgmt,24836514.76,6284722.59,18551792.17,74.7,2708069.72,1045718.29,945553.94,4699341.95,13852450.22,14634292.2,58.92,10943435.67,1737426.62,468,4577616.08,2.66,32.5
FIN-2025-00629,2025,Q2,2025-Q2,PST,Professional Services & Transformation,OPS,Cloud Infrastructure & Network Operations,12809620.17,3362808.47,9446811.7,73.75,3471148.39,1767542.54,1041410.91,6280101.84,3166709.86,4027681.74,31.44,2501700.79,1913270.84,534,6897864.6,-8.96,43.85
FIN-2025-00630,2025,Q2,2025-Q2,PST,Professional Services & Transformation,GA,Corporate General & Administrative,1095000.44,337990.48,757009.96,69.13,3371240.4,1456653.02,1187808.55,6015701.97,-5258692.01,-4460660.33,-407.37,-4154366.69,1773403.74,515,6468829.06,-7.0,28.07
FIN-2025-00631,2025,Q2,2025-Q2,PST,Professional Services & Transformation,LEGAL,"Legal, Risk & Compliance",6373617.92,1654663.78,4718954.14,74.04,2480089.5,2144469.79,726553.57,5351112.86,-632158.72,46018.16,0.72,-499405.39,1507059.73,168,5813113.54,-7.95,28.48
FIN-2025-00632,2025,Q2,2025-Q2,PST,Professional Services & Transformation,PROD,Product Strategy & User Experience,3016782.35,777484.46,2239297.89,74.23,1242051.33,2357911.11,174879.03,3774841.47,-1535543.58,-1229400.63,-40.75,-1213079.43,680317.67,546,3557361.36,6.11,22.99
FIN-2025-00633,2025,Q2,2025-Q2,ARDQ,Advanced R&D & Quantum Computing,ENG,Core Engineering & Software R&D,515187.82,176045.37,339142.45,65.83,3681519.74,3079619.68,482119.62,7243259.04,-6904116.59,-6757907.53,-1311.74,-5454252.11,324909.02,490,6859990.82,5.59,41.72
FIN-2025-00634,2025,Q2,2025-Q2,ARDQ,Advanced R&D & Quantum Computing,SALES,Global Enterprise Sales & Field Ops,21898917.22,5089533.79,16809383.43,76.76,4425786.69,502663.8,183307.26,5111757.75,11697625.68,12261726.74,55.99,9241124.29,1253557.92,558,5012838.29,1.97,20.93
FIN-2025-00635,2025,Q2,2025-Q2,ARDQ,Advanced R&D & Quantum Computing,MKTG,Global Growth & Brand Marketing,6761738.82,1565970.81,5195768.01,76.84,769086.69,1652153.35,765890.03,3187130.07,2008637.94,3083307.04,45.6,1586823.97,2388153.55,431,2944730.46,8.23,34.26
FIN-2025-00636,2025,Q2,2025-Q2,ARDQ,Advanced R&D & Quantum Computing,CSM,Customer Success & Technical Account Mgmt,4840983.85,988704.24,3852279.61,79.58,1350864.83,599961.95,568388.07,2519214.85,1333064.76,2004735.07,41.41,1053121.16,1492600.69,149,2570921.17,-2.01,27.3
FIN-2025-00637,2025,Q2,2025-Q2,ARDQ,Advanced R&D & Quantum Computing,OPS,Cloud Infrastructure & Network Operations,16072413.21,3796049.49,12276363.72,76.38,1879358.89,1598321.2,1016915.96,4494596.05,7781767.67,8000040.57,49.77,6147596.46,485050.88,49,4903392.5,-8.34,31.14
FIN-2025-00638,2025,Q2,2025-Q2,ARDQ,Advanced R&D & Quantum Computing,GA,Corporate General & Administrative,5557717.46,1350902.89,4206814.57,75.69,2916287.09,2584593.73,1162710.47,6663591.29,-2456776.72,-1512360.88,-27.21,-1940853.61,2098701.87,516,7396628.46,-9.91,16.61
FIN-2025-00639,2025,Q2,2025-Q2,ARDQ,Advanced R&D & Quantum Computing,LEGAL,"Legal, Risk & Compliance",1584334.34,360651.49,1223682.85,77.24,2352489.5,2675376.78,463967.19,5491833.47,-4268150.62,-3383855.04,-213.58,-3371838.99,1965101.3,74,5148219.99,6.67,26.75
FIN-2025-00640,2025,Q2,2025-Q2,ARDQ,Advanced R&D & Quantum Computing,PROD,Product Strategy & User Experience,3581633.79,953554.63,2628079.16,73.38,4059877.05,1980246.42,1068738.26,7108861.73,-4480782.57,-4343997.21,-121.29,-3539818.23,303967.47,156,7601257.95,-6.48,37.26
FIN-2025-00641,2025,Q3,2025-Q3,ECP,Enterprise Cloud Platform,ENG,Core Engineering & Software R&D,2858800.11,741658.42,2117141.69,74.06,1894732.86,2808668.23,1100845.3,5804246.39,-3687104.7,-2912915.64,-101.89,-2912812.71,1720420.13,215,5838841.0,-0.59,32.07
FIN-2025-00642,2025,Q3,2025-Q3,ECP,Enterprise Cloud Platform,SALES,Global Enterprise Sales & Field Ops,4429266.85,1547887.71,2881379.14,65.05,1987092.61,1834677.36,348955.94,4170725.91,-1289346.77,-1105835.2,-24.97,-1018583.95,407803.5,154,4120505.04,1.22,25.54
FIN-2025-00643,2025,Q3,2025-Q3,ECP,Enterprise Cloud Platform,MKTG,Global Growth & Brand Marketing,6688572.31,1733151.49,4955420.82,74.09,3099471.93,2080531.81,581709.29,5761713.03,-806292.21,-225751.67,-3.38,-636970.85,1290090.09,435,6304923.47,-8.62,21.28
FIN-2025-00644,2025,Q3,2025-Q3,ECP,Enterprise Cloud Platform,CSM,Customer Success & Technical Account Mgmt,25363176.78,8218411.66,17144765.12,67.6,3419215.43,2207597.92,729844.48,6356657.83,10788107.29,11623181.93,45.83,8522604.76,1855721.43,367,6842527.79,-7.1,31.55
FIN-2025-00645,2025,Q3,2025-Q3,ECP,Enterprise Cloud Platform,OPS,Cloud Infrastructure & Network Operations,24751026.63,7936291.24,16814735.39,67.94,2430482.56,2009040.94,761799.05,5201322.55,11613412.84,12219449.51,49.37,9174596.14,1346748.15,592,5142048.59,1.15,42.19
FIN-2025-00646,2025,Q3,2025-Q3,ECP,Enterprise Cloud Platform,GA,Corporate General & Administrative,5388547.54,1394717.29,3993830.25,74.12,3159349.74,2140179.52,391585.29,5691114.55,-1697284.3,-949818.24,-17.63,-1340854.6,1661035.69,347,6049740.06,-5.93,32.73
FIN-2025-00647,2025,Q3,2025-Q3,ECP,Enterprise Cloud Platform,LEGAL,"Legal, Risk & Compliance",5841165.99,1841789.47,3999376.52,68.47,1334595.79,776525.98,451381.74,2562503.51,1436873.01,1552497.8,26.58,1135129.68,256943.97,442,2775390.64,-7.67,40.52
FIN-2025-00648,2025,Q3,2025-Q3,ECP,Enterprise Cloud Platform,PROD,Product Strategy & User Experience,9211016.95,2926314.54,6284702.41,68.23,3282130.39,2498800.0,407800.08,6188730.47,95971.94,619024.2,6.72,75817.83,1162338.36,407,6094837.05,1.54,17.03
FIN-2025-00649,2025,Q3,2025-Q3,AIDS,Artificial Intelligence & Data Solutions,ENG,Core Engineering & Software R&D,1580632.27,345559.89,1235072.38,78.14,2284727.54,830017.96,225912.22,3340657.72,-2105585.34,-1120984.83,-70.92,-1663412.42,2188001.13,572,3245027.78,2.95,35.41
FIN-2025-00650,2025,Q3,2025-Q3,AIDS,Artificial Intelligence & Data Solutions,SALES,Global Enterprise Sales & Field Ops,6328280.82,2035215.93,4293064.89,67.84,1554311.42,1401771.67,866335.23,3822418.32,470646.57,622449.68,9.84,371810.79,337340.24,56,4027132.86,-5.08,39.52
FIN-2025-00651,2025,Q3,2025-Q3,AIDS,Artificial Intelligence & Data Solutions,MKTG,Global Growth & Brand Marketing,10728984.78,2964203.38,7764781.4,72.37,2166330.63,1843074.16,972061.46,4981466.25,2783315.15,3307016.89,30.82,2198818.97,1163781.65,191,5123616.9,-2.77,18.84
FIN-2025-00652,2025,Q3,2025-Q3,AIDS,Artificial Intelligence & Data Solutions,CSM,Customer Success & Technical Account Mgmt,9921516.65,2326187.91,7595328.74,76.55,3451434.65,3113453.63,1117058.16,7681946.44,-86617.7,1020906.52,10.29,-68427.98,2461164.94,569,7914234.77,-2.94,35.49
FIN-2025-00653,2025,Q3,2025-Q3,AIDS,Artificial Intelligence & Data Solutions,OPS,Cloud Infrastructure & Network Operations,20461112.36,7053239.6,13407872.76,65.53,1661328.73,1182729.92,978287.36,3822346.01,9585526.75,9746602.89,47.63,7572566.13,357946.97,81,4056609.15,-5.77,40.29
FIN-2025-00654,2025,Q3,2025-Q3,AIDS,Artificial Intelligence & Data Solutions,GA,Corporate General & Administrative,2000476.97,690599.54,1309877.43,65.48,1431853.68,3398162.14,235990.02,5066005.84,-3756128.41,-2938747.72,-146.9,-2967341.44,1816401.53,319,4698904.08,7.81,33.51
FIN-2025-00655,2025,Q3,2025-Q3,AIDS,Artificial Intelligence & Data Solutions,LEGAL,"Legal, Risk & Compliance",3414332.75,825578.59,2588754.16,75.82,1699815.27,1166812.39,718238.89,3584866.55,-996112.39,59855.51,1.75,-786928.79,2346595.33,101,3934314.46,-8.88,26.69
FIN-2025-00656,2025,Q3,2025-Q3,AIDS,Artificial Intelligence & Data Solutions,PROD,Product Strategy & User Experience,4898852.8,1076133.59,3822719.21,78.03,1783688.19,3588829.32,1035407.32,6407924.83,-2585205.62,-1727709.73,-35.27,-2042312.44,1905546.43,246,6649139.71,-3.63,20.69
FIN-2025-00657,2025,Q3,2025-Q3,CZTI,Cybersecurity & Zero-Trust Infrastructure,ENG,Core Engineering & Software R&D,1277138.96,342136.98,935001.98,73.21,4479133.99,2620960.12,779978.82,7880072.93,-6945070.95,-5853383.17,-458.32,-5486606.05,2425972.84,621,8682770.32,-9.24,38.48
FIN-2025-00658,2025,Q3,2025-Q3,CZTI,Cybersecurity & Zero-Trust Infrastructure,SALES,Global Enterprise Sales & Field Ops,12979717.31,4315584.78,8664132.53,66.75,1729949.83,3223246.92,163534.93,5116731.68,3547400.85,4171404.68,32.14,2802446.67,1386675.18,473,5636195.17,-9.22,20.27
FIN-2025-00659,2025,Q3,2025-Q3,CZTI,Cybersecurity & Zero-Trust Infrastructure,MKTG,Global Growth & Brand Marketing,22084036.72,6017185.35,16066851.37,72.75,1244091.58,2060723.19,457660.32,3762475.09,12304376.28,13243544.83,59.97,9720457.26,2087041.22,163,3630125.93,3.65,40.54
FIN-2025-00660,2025,Q3,2025-Q3,CZTI,Cybersecurity & Zero-Trust Infrastructure,CSM,Customer Success & Technical Account Mgmt,24634068.46,7046560.73,17587507.73,71.4,3171248.43,1424653.14,805032.01,5400933.58,12186574.15,12961705.52,52.62,9627393.58,1722514.16,100,5998947.68,-9.97,24.09
FIN-2025-00661,2025,Q3,2025-Q3,CZTI,Cybersecurity & Zero-Trust Infrastructure,OPS,Cloud Infrastructure & Network Operations,23541362.94,4365539.63,19175823.31,81.46,2681308.14,3420757.98,1068123.18,7170189.3,12005634.01,12899022.66,54.79,9484450.87,1985308.12,81,7686109.25,-6.71,16.63
FIN-2025-00662,2025,Q3,2025-Q3,CZTI,Cybersecurity & Zero-Trust Infrastructure,GA,Corporate General & Administrative,2628747.67,784846.36,1843901.31,70.14,3924648.91,2247205.76,223958.22,6395812.89,-4551911.58,-3416667.98,-129.97,-3596010.15,2522763.55,71,6733278.85,-5.01,19.47
FIN-2025-00663,2025,Q3,2025-Q3,CZTI,Cybersecurity & Zero-Trust Infrastructure,LEGAL,"Legal, Risk & Compliance",7263950.4,2155128.41,5108821.99,70.33,3571614.86,895759.31,698270.01,5165644.18,-56822.19,967090.9,13.31,-44889.53,2275362.43,78,5112128.23,1.05,36.82
FIN-2025-00664,2025,Q3,2025-Q3,CZTI,Cybersecurity & Zero-Trust Infrastructure,PROD,Product Strategy & User Experience,3575515.2,1073761.14,2501754.06,69.97,3221699.86,2496939.52,923787.74,6642427.12,-4140673.06,-3434739.38,-96.06,-3271131.72,1568741.5,442,7370355.72,-9.88,35.12
FIN-2025-00665,2025,Q3,2025-Q3,GHSS,Global Hardware & Semiconductor Systems,ENG,Core Engineering & Software R&D,1234006.43,350951.28,883055.15,71.56,3579535.67,2993944.59,189856.62,6763336.88,-5880281.73,-5486083.22,-444.57,-4645422.57,875996.68,134,6349821.76,6.51,39.95
FIN-2025-00666,2025,Q3,2025-Q3,GHSS,Global Hardware & Semiconductor Systems,SALES,Global Enterprise Sales & Field Ops,24370918.02,5748480.85,18622437.17,76.41,844081.88,942444.44,776507.47,2563033.79,16059403.38,16824212.5,69.03,12686928.67,1699575.82,395,2713782.36,-5.55,41.67
FIN-2025-00667,2025,Q3,2025-Q3,GHSS,Global Hardware & Semiconductor Systems,MKTG,Global Growth & Brand Marketing,11706061.09,2605996.4,9100064.69,77.74,3283468.19,1827517.63,717714.05,5828699.87,3271364.82,3737302.74,31.93,2584378.21,1035417.6,591,6052752.48,-3.7,39.72
FIN-2025-00668,2025,Q3,2025-Q3,GHSS,Global Hardware & Semiconductor Systems,CSM,Customer Success & Technical Account Mgmt,9674912.46,1951500.14,7723412.32,79.83,2077993.13,3323269.48,882660.16,6283922.77,1439489.55,1637603.26,16.93,1137196.74,440252.68,129,6472818.58,-2.92,27.68
FIN-2025-00669,2025,Q3,2025-Q3,GHSS,Global Hardware & Semiconductor Systems,OPS,Cloud Infrastructure & Network Operations,21161423.22,6327889.2,14833534.02,70.1,1867994.05,2275878.55,164415.87,4308288.47,10525245.55,10632428.5,50.24,8314943.98,238184.34,418,4145812.8,3.92,26.6
FIN-2025-00670,2025,Q3,2025-Q3,GHSS,Global Hardware & Semiconductor Systems,GA,Corporate General & Administrative,4719449.27,916896.32,3802552.95,80.57,1436939.91,1310980.24,276219.77,3024139.92,778413.03,961066.49,20.36,614946.29,405896.57,187,3017121.23,0.23,19.16
FIN-2025-00671,2025,Q3,2025-Q3,GHSS,Global Hardware & Semiconductor Systems,LEGAL,"Legal, Risk & Compliance",6042894.0,1403551.67,4639342.33,76.77,709631.59,1779491.15,1160284.0,3649406.74,989935.59,1190698.31,19.7,782049.12,446139.38,161,3830513.18,-4.73,31.0
FIN-2025-00672,2025,Q3,2025-Q3,GHSS,Global Hardware & Semiconductor Systems,PROD,Product Strategy & User Experience,3862746.14,762670.76,3100075.38,80.26,2293605.68,953085.65,1127319.81,4374011.14,-1273935.76,-295883.23,-7.66,-1006409.25,2173450.07,55,4626436.81,-5.46,23.0
FIN-2025-00673,2025,Q3,2025-Q3,DCBM,Digital Commerce & B2B Marketplace,ENG,Core Engineering & Software R&D,4288982.41,1080144.97,3208837.44,74.82,4520750.47,1887857.25,1123778.5,7532386.22,-4323548.78,-3846671.27,-89.69,-3415603.54,1059727.81,145,7813249.51,-3.59,17.41
FIN-2025-00674,2025,Q3,2025-Q3,DCBM,Digital Commerce & B2B Marketplace,SALES,Global Enterprise Sales & Field Ops,21880682.52,4445438.63,17435243.89,79.68,2985514.33,644234.68,780107.0,4409856.01,13025387.88,13564000.98,61.99,10290056.43,1196918.01,585,4525990.36,-2.57,20.41
FIN-2025-00675,2025,Q3,2025-Q3,DCBM,Digital Commerce & B2B Marketplace,MKTG,Global Growth & Brand Marketing,8741916.86,2253807.25,6488109.61,74.22,4411087.12,3101381.65,157067.75,7669536.52,-1181426.91,-903657.5,-10.34,-933327.26,617265.35,227,8243688.47,-6.96,17.8
FIN-2025-00676,2025,Q3,2025-Q3,DCBM,Digital Commerce & B2B Marketplace,CSM,Customer Success & Technical Account Mgmt,22540150.42,4236438.11,18303712.31,81.2,2383356.88,1341062.98,162758.53,3887178.39,14416533.92,15429541.22,68.45,11389061.8,2251127.33,385,3868178.0,0.49,26.84
FIN-2025-00677,2025,Q3,2025-Q3,DCBM,Digital Commerce & B2B Marketplace,OPS,Cloud Infrastructure & Network Operations,7894630.46,1970819.98,5923810.48,75.04,4041861.15,1235103.75,354346.02,5631310.92,292499.56,1397662.6,17.7,231074.65,2455917.87,627,6130106.18,-8.14,42.18
FIN-2025-00678,2025,Q3,2025-Q3,DCBM,Digital Commerce & B2B Marketplace,GA,Corporate General & Administrative,2852583.91,901774.24,1950809.67,68.39,2316829.97,2035078.12,655293.59,5007201.68,-3056392.01,-2742493.43,-96.14,-2414549.69,697552.4,628,5089975.62,-1.63,28.69
FIN-2025-00679,2025,Q3,2025-Q3,DCBM,Digital Commerce & B2B Marketplace,LEGAL,"Legal, Risk & Compliance",4194652.49,885168.87,3309483.62,78.9,1912306.08,2338522.96,666778.25,4917607.29,-1608123.67,-973274.29,-23.2,-1270417.7,1410776.39,305,5298427.82,-7.19,20.11
FIN-2025-00680,2025,Q3,2025-Q3,DCBM,Digital Commerce & B2B Marketplace,PROD,Product Strategy & User Experience,1728823.04,409377.25,1319445.79,76.32,2101435.29,875585.96,287959.23,3264980.48,-1945534.69,-1452643.52,-84.02,-1536972.41,1095313.7,362,3654577.13,-10.66,42.79
FIN-2025-00681,2025,Q3,2025-Q3,SFTP,Strategic FinTech & Payments Hub,ENG,Core Engineering & Software R&D,1281064.19,248425.33,1032638.86,80.61,4580797.41,3026762.1,988966.34,8596525.85,-7563886.99,-6412271.37,-500.54,-5975470.72,2559145.83,300,9476943.13,-9.29,34.42
FIN-2025-00682,2025,Q3,2025-Q3,SFTP,Strategic FinTech & Payments Hub,SALES,Global Enterprise Sales & Field Ops,24654006.77,7402008.92,17251997.85,69.98,3723119.99,3284942.69,294775.36,7302838.04,9949159.81,10559413.13,42.83,7859836.25,1356118.5,630,8026190.93,-9.01,37.62
FIN-2025-00683,2025,Q3,2025-Q3,SFTP,Strategic FinTech & Payments Hub,MKTG,Global Growth & Brand Marketing,21477638.42,6656102.85,14821535.57,69.01,1276775.97,2675569.44,404842.3,4357187.71,10464347.86,10644147.4,49.56,8266834.81,399554.53,164,4868830.73,-10.51,38.56
FIN-2025-00684,2025,Q3,2025-Q3,SFTP,Strategic FinTech & Payments Hub,CSM,Customer Success & Technical Account Mgmt,23851299.83,7844910.3,16006389.53,67.11,3040023.13,2946212.35,294486.84,6280722.32,9725667.21,9858903.39,41.33,7683277.1,296080.41,426,6676871.08,-5.93,40.19
FIN-2025-00685,2025,Q3,2025-Q3,SFTP,Strategic FinTech & Payments Hub,OPS,Cloud Infrastructure & Network Operations,8009236.21,1584929.1,6424307.11,80.21,4149835.38,1380482.67,546223.74,6076541.79,347765.32,737613.16,9.21,274734.6,866328.53,283,5966205.66,1.85,28.32
FIN-2025-00686,2025,Q3,2025-Q3,SFTP,Strategic FinTech & Payments Hub,GA,Corporate General & Administrative,1667643.61,429253.46,1238390.15,74.26,993993.55,3386239.65,388041.69,4768274.89,-3529884.74,-2737012.24,-164.12,-2788608.94,1761938.89,576,4741790.06,0.56,34.64
FIN-2025-00687,2025,Q3,2025-Q3,SFTP,Strategic FinTech & Payments Hub,LEGAL,"Legal, Risk & Compliance",3160638.75,1067800.34,2092838.41,66.22,1255680.87,2875540.2,481789.43,4613010.5,-2520172.09,-1819678.48,-57.57,-1990935.95,1556652.46,323,4378286.06,5.36,21.82
FIN-2025-00688,2025,Q3,2025-Q3,SFTP,Strategic FinTech & Payments Hub,PROD,Product Strategy & User Experience,841253.27,253661.05,587592.22,69.85,1389004.0,745135.01,1149352.05,3283491.06,-2695898.84,-2311933.71,-274.82,-2129760.08,853255.85,240,3614988.2,-9.17,31.14
FIN-2025-00689,2025,Q3,2025-Q3,PST,Professional Services & Transformation,ENG,Core Engineering & Software R&D,5920125.15,1716752.32,4203372.83,71.0,953285.31,1026276.1,541272.13,2520833.54,1682539.29,2276257.86,38.45,1329206.04,1319374.6,184,2326385.45,8.36,22.12
FIN-2025-00690,2025,Q3,2025-Q3,PST,Professional Services & Transformation,SALES,Global Enterprise Sales & Field Ops,9330443.69,3211663.94,6118779.75,65.58,2111417.42,1393003.64,959910.58,4464331.64,1654448.11,1903320.2,20.4,1307014.01,553049.08,80,4537363.69,-1.61,33.11
FIN-2025-00691,2025,Q3,2025-Q3,PST,Professional Services & Transformation,MKTG,Global Growth & Brand Marketing,22587924.47,4359243.41,18228681.06,80.7,1696399.6,1942587.91,532161.64,4171149.15,14057531.91,15192174.97,67.26,11105450.21,2521429.03,546,4174870.21,-0.09,26.58
FIN-2025-00692,2025,Q3,2025-Q3,PST,Professional Services & Transformation,CSM,Customer Success & Technical Account Mgmt,4807732.29,1550133.96,3257598.33,67.76,2583807.07,523648.55,912588.5,4020044.12,-762445.79,247131.14,5.14,-602332.17,2243504.3,516,4028793.86,-0.22,21.19
FIN-2025-00693,2025,Q3,2025-Q3,PST,Professional Services & Transformation,OPS,Cloud Infrastructure & Network Operations,9365389.45,2046260.01,7319129.44,78.15,2752729.01,2514140.15,436578.41,5703447.57,1615681.87,2727580.93,29.12,1276388.68,2470886.79,247,5345887.58,6.69,32.53
FIN-2025-00694,2025,Q3,2025-Q3,PST,Professional Services & Transformation,GA,Corporate General & Administrative,6292012.47,1776123.66,4515888.81,71.77,3920165.9,2290902.24,288708.27,6499776.41,-1983887.6,-1855710.14,-29.49,-1567271.2,284838.81,293,7272530.74,-10.63,19.42
FIN-2025-00695,2025,Q3,2025-Q3,PST,Professional Services & Transformation,LEGAL,"Legal, Risk & Compliance",823479.91,270570.96,552908.95,67.14,4257163.63,2951701.18,1079676.51,8288541.32,-7735632.37,-7551875.09,-917.07,-6111149.57,408349.52,375,8270684.76,0.22,43.0
FIN-2025-00696,2025,Q3,2025-Q3,PST,Professional Services & Transformation,PROD,Product Strategy & User Experience,1057361.25,199285.4,858075.85,81.15,3294715.68,3213942.94,606610.19,7115268.81,-6257192.96,-6099441.73,-576.86,-4943182.44,350558.29,107,6708850.19,6.06,20.04
FIN-2025-00697,2025,Q3,2025-Q3,ARDQ,Advanced R&D & Quantum Computing,ENG,Core Engineering & Software R&D,5591229.86,1441537.77,4149692.09,74.22,1602649.3,2450727.61,1040502.42,5093879.33,-944187.24,-618318.95,-11.06,-745907.92,724151.76,111,5073286.55,0.41,20.18
FIN-2025-00698,2025,Q3,2025-Q3,ARDQ,Advanced R&D & Quantum Computing,SALES,Global Enterprise Sales & Field Ops,20429852.88,4338091.69,16091761.19,78.77,3858430.73,1785521.07,271668.53,5915620.33,10176140.86,10874421.12,53.23,8039151.28,1551733.9,285,5685751.29,4.04,37.37
FIN-2025-00699,2025,Q3,2025-Q3,ARDQ,Advanced R&D & Quantum Computing,MKTG,Global Growth & Brand Marketing,4445174.79,829397.52,3615777.27,81.34,2321243.73,2504127.7,1170090.68,5995462.11,-2379684.84,-1602549.98,-36.05,-1879951.02,1726966.36,141,5790893.33,3.53,38.19
FIN-2025-00700,2025,Q3,2025-Q3,ARDQ,Advanced R&D & Quantum Computing,CSM,Customer Success & Technical Account Mgmt,3743357.39,1183393.08,2559964.31,68.39,2132525.25,1391058.91,707406.9,4230991.06,-1671026.75,-996544.66,-26.62,-1320111.13,1498849.08,614,4196203.06,0.83,32.5
FIN-2025-00701,2025,Q3,2025-Q3,ARDQ,Advanced R&D & Quantum Computing,OPS,Cloud Infrastructure & Network Operations,18404798.37,6224814.51,12179983.86,66.18,927865.36,1816067.7,1032579.68,3776512.74,8403471.12,9076193.83,49.31,6638742.18,1494939.35,403,3535405.91,6.82,36.54
FIN-2025-00702,2025,Q3,2025-Q3,ARDQ,Advanced R&D & Quantum Computing,GA,Corporate General & Administrative,5027783.05,1378274.88,3649508.17,72.59,3088705.72,3409908.89,282824.01,6781438.62,-3131930.45,-2878338.76,-57.25,-2474225.06,563537.1,66,7247329.95,-6.43,16.84
FIN-2025-00703,2025,Q3,2025-Q3,ARDQ,Advanced R&D & Quantum Computing,LEGAL,"Legal, Risk & Compliance",5906504.29,1281834.19,4624670.1,78.3,4488079.6,3020543.42,360223.44,7868846.46,-3244176.36,-2087049.81,-35.33,-2562899.32,2571392.34,252,7981156.4,-1.41,26.78
FIN-2025-00704,2025,Q3,2025-Q3,ARDQ,Advanced R&D & Quantum Computing,PROD,Product Strategy & User Experience,3441110.98,769923.33,2671187.65,77.63,703242.26,3381129.98,493453.48,4577825.72,-1906638.07,-928917.38,-26.99,-1506244.08,2172712.64,142,4623401.25,-0.99,40.92
FIN-2025-00705,2025,Q4,2025-Q4,ECP,Enterprise Cloud Platform,ENG,Core Engineering & Software R&D,1135252.13,259798.72,875453.41,77.12,4591171.67,3035548.14,1084834.14,8711553.95,-7836100.54,-7260095.09,-639.51,-6190519.43,1280012.12,120,8742328.08,-0.35,20.47
FIN-2025-00706,2025,Q4,2025-Q4,ECP,Enterprise Cloud Platform,SALES,Global Enterprise Sales & Field Ops,17563116.77,5897025.38,11666091.39,66.42,4057321.96,3334014.91,678492.1,8069828.97,3596262.42,4569126.66,26.02,2841047.31,2161920.53,525,8859653.52,-8.91,24.87
FIN-2025-00707,2025,Q4,2025-Q4,ECP,Enterprise Cloud Platform,MKTG,Global Growth & Brand Marketing,25626212.7,4926607.54,20699605.16,80.78,4706587.99,1608315.86,1042613.1,7357516.95,13342088.21,14475161.63,56.49,10540249.69,2517940.94,415,8074333.74,-8.88,24.48
FIN-2025-00708,2025,Q4,2025-Q4,ECP,Enterprise Cloud Platform,CSM,Customer Success & Technical Account Mgmt,12441520.18,4021730.56,8419789.62,67.67,2163833.06,1572234.58,522466.17,4258533.81,4161255.81,4727223.09,38.0,3287392.09,1257705.07,446,4151775.13,2.57,32.04
FIN-2025-00709,2025,Q4,2025-Q4,ECP,Enterprise Cloud Platform,OPS,Cloud Infrastructure & Network Operations,15403836.76,4810303.91,10593532.85,68.77,640982.9,577126.45,367303.74,1585413.09,9008119.76,9780634.37,63.49,7116414.61,1716699.13,211,1717120.42,-7.67,32.47
FIN-2025-00710,2025,Q4,2025-Q4,ECP,Enterprise Cloud Platform,GA,Corporate General & Administrative,9062419.26,1644085.75,7418333.51,81.86,4038133.9,3480747.37,1060399.46,8579280.73,-1160947.22,-804349.13,-8.88,-917148.3,792440.19,152,9549909.43,-10.16,38.62
FIN-2025-00711,2025,Q4,2025-Q4,ECP,Enterprise Cloud Platform,LEGAL,"Legal, Risk & Compliance",3259578.02,1099057.11,2160520.91,66.28,1465638.83,3498974.16,154494.28,5119107.27,-2958586.36,-2580393.45,-79.16,-2337283.22,840428.68,649,5183748.6,-1.25,39.85
FIN-2025-00712,2025,Q4,2025-Q4,ECP,Enterprise Cloud Platform,PROD,Product Strategy & User Experience,3424302.95,1077869.51,2346433.44,68.52,4140869.43,466830.82,207991.44,4815691.69,-2469258.25,-1645587.92,-48.06,-1950714.02,1830378.5,337,4709721.81,2.25,33.81
FIN-2025-00713,2025,Q4,2025-Q4,AIDS,Artificial Intelligence & Data Solutions,ENG,Core Engineering & Software R&D,1534357.07,373361.21,1160995.86,75.67,2634827.23,2708862.59,543730.05,5887419.87,-4726424.01,-4141927.93,-269.95,-3733874.97,1298880.18,151,6369328.61,-7.57,24.81
FIN-2025-00714,2025,Q4,2025-Q4,AIDS,Artificial Intelligence & Data Solutions,SALES,Global Enterprise Sales & Field Ops,12745875.8,3255438.72,9490437.08,74.46,2316626.97,1404266.0,1102634.46,4823527.43,4666909.65,4885647.68,38.33,3686858.62,486084.5,118,4737696.43,1.81,32.8
FIN-2025-00715,2025,Q4,2025-Q4,AIDS,Artificial Intelligence & Data Solutions,MKTG,Global Growth & Brand Marketing,26398084.62,6920365.81,19477718.81,73.78,1354318.67,2556407.92,179349.54,4090076.13,15387642.68,15537969.52,58.86,12156237.72,334059.64,366,4143135.02,-1.28,20.81
FIN-2025-00716,2025,Q4,2025-Q4,AIDS,Artificial Intelligence & Data Solutions,CSM,Customer Success & Technical Account Mgmt,8833790.03,2501590.56,6332199.47,71.68,4542519.46,3447811.37,868705.67,8859036.5,-2526837.03,-1874730.0,-21.22,-1996201.25,1449126.73,397,9063848.1,-2.26,43.96
